date,product_id,category,region,price,quantity,discount,profit,month,day,weekend,stock_estimate,competitor_price
2015-07-16,FUR-CH-10003312,Furniture,West,224.784,6,0.2,-219.1644,7,16,0,45,249.784
2015-07-16,FUR-CH-10004086,Furniture,West,233.384,3,0.2,78.7671,7,16,0,63,193.384
2016-04-30,FUR-FU-10002759,Furniture,West,15.984,7,0.2,22.3776,4,30,1,105,26.984
2016-09-08,FUR-BO-10003450,Furniture,East,57.98,3,0.0,13.9152,9,8,0,89,92.98
2017-04-16,FUR-BO-10001337,Furniture,West,102.833,1,0.15,-6.049,4,16,1,74,57.833
2017-11-19,FUR-FU-10004665,Furniture,South,136.98,6,0.0,213.6888,11,19,1,92,91.98
2016-10-08,FUR-FU-10004909,Furniture,Central,6.464,8,0.6,-32.32,10,8,1,98,47.464
2015-05-31,FUR-BO-10004357,Furniture,West,200.98,7,0.0,140.686,5,31,1,43,163.98
2017-11-01,FUR-TA-10003954,Furniture,West,296.18,9,0.0,239.9058,11,1,0,73,289.18
2017-07-09,FUR-FU-10000293,Furniture,Central,105.29,5,0.0,31.587,7,9,1,56,56.290000000000006
2014-01-26,FUR-FU-10004587,Furniture,South,20.94,3,0.0,30.7818,1,26,1,62,-2.0599999999999987
2014-01-26,FUR-FU-10001847,Furniture,South,4.14,3,0.0,4.4712,1,26,1,57,27.14
2017-06-30,FUR-FU-10002045,Furniture,East,22.23,1,0.0,9.7812,6,30,0,99,20.23
2016-09-08,FUR-FU-10004671,Furniture,Central,7.068,2,0.6,-7.7748,9,8,0,62,-31.932
2016-09-08,FUR-TA-10003569,Furniture,Central,200.49,3,0.5,-300.735,9,8,0,85,225.49
2016-06-04,FUR-BO-10000362,Furniture,East,136.784,1,0.2,5.1294,6,4,1,32,167.784
2016-06-04,FUR-FU-10003878,Furniture,East,15.28,4,0.0,20.7808,6,4,1,102,51.28
2014-11-25,FUR-TA-10000577,Furniture,Central,243.747,5,0.3,-121.8735,11,25,0,44,271.747
2014-11-25,FUR-FU-10000221,Furniture,Central,2.032,3,0.6,-3.9624,11,25,0,95,-25.968
2016-04-28,FUR-CH-10002304,Furniture,West,20.784,2,0.2,2.598,4,28,0,25,-21.216
2014-04-26,FUR-CH-10004886,Furniture,West,76.76,3,0.2,23.028,4,26,1,36,35.760000000000005
2017-05-15,FUR-FU-10000076,Furniture,West,19.98,2,0.0,17.1828,5,15,0,33,-13.02
2017-05-15,FUR-CH-10002017,Furniture,West,21.312,2,0.2,4.2624,5,15,0,44,10.312
2017-05-15,FUR-CH-10004287,Furniture,West,220.96,1,0.2,24.858,5,15,0,98,238.96
2015-07-05,FUR-FU-10003829,Furniture,South,2.464,2,0.2,0.7392,7,5,1,100,3.464
2017-06-12,FUR-CH-10000595,Furniture,East,214.56,4,0.1,143.04,6,12,0,49,167.56
2016-04-17,FUR-FU-10000206,Furniture,South,2.328,8,0.2,6.2856,4,17,1,99,-1.6720000000000002
2014-09-07,FUR-FU-10004270,Furniture,Central,19.23,3,0.0,23.6529,9,7,1,30,-30.77
2014-09-07,FUR-FU-10004665,Furniture,Central,136.98,6,0.0,213.6888,9,7,1,76,118.98
2016-09-26,FUR-BO-10004467,Furniture,West,84.9915,5,0.15,19.998,9,26,0,55,113.9915
2017-09-17,FUR-BO-10003404,Furniture,West,430.98,3,0.0,77.5764,9,17,1,55,396.98
2015-12-24,FUR-CH-10004287,Furniture,West,220.96,4,0.2,99.432,12,24,0,98,173.96
2016-05-01,FUR-TA-10004534,Furniture,South,123.54,3,0.4,-142.071,5,1,1,97,97.54
2015-08-25,FUR-CH-10002774,Furniture,West,40.784,1,0.2,4.5882,8,25,0,89,18.784
2014-09-09,FUR-CH-10003761,Furniture,East,130.98,6,0.0,212.1876,9,9,0,75,160.98
2016-01-22,FUR-FU-10001475,Furniture,West,21.98,5,0.0,37.366,1,22,0,34,-7.02
2014-10-15,FUR-FU-10004270,Furniture,South,15.384,1,0.2,4.0383,10,15,0,66,-20.616
2014-03-18,FUR-FU-10004270,Furniture,South,15.384,2,0.2,8.0766,3,18,0,59,-28.616
2014-03-18,FUR-FU-10001986,Furniture,South,40.784,3,0.2,15.294,3,18,0,79,0.7839999999999989
2015-01-30,FUR-FU-10001876,Furniture,West,32.480000000000004,7,0.0,81.8496,1,30,0,76,-6.519999999999996
2017-10-09,FUR-FU-10003577,Furniture,East,11.472,4,0.2,9.1776,10,9,0,60,26.472
2014-12-06,FUR-FU-10002759,Furniture,Central,7.992,3,0.6,-14.3856,12,6,1,77,22.992
2017-11-07,FUR-TA-10000849,Furniture,East,87.588,4,0.4,-140.1408,11,7,0,32,100.588
2017-02-13,FUR-FU-10004017,Furniture,West,107.53,1,0.0,21.506,2,13,0,99,78.53
2015-11-13,FUR-BO-10004467,Furniture,East,99.99,3,0.0,56.9943,11,13,0,60,134.99
2014-11-04,FUR-FU-10004671,Furniture,West,17.67,2,0.0,13.4292,11,4,0,65,-4.329999999999998
2015-06-20,FUR-FU-10002253,Furniture,West,42.94,6,0.0,100.4796,6,20,1,60,13.939999999999998
2014-05-12,FUR-TA-10002228,Furniture,East,233.352,3,0.3,-130.0104,5,12,0,47,281.352
2014-06-08,FUR-CH-10002758,Furniture,West,195.184,3,0.2,73.194,6,8,1,36,239.184
2014-05-26,FUR-CH-10000988,Furniture,West,112.648,2,0.2,22.5296,5,26,0,23,142.648
2016-03-11,FUR-FU-10004270,Furniture,South,19.23,4,0.0,31.5372,3,11,0,69,31.23
2017-12-10,FUR-FU-10001940,Furniture,South,6.367999999999999,3,0.2,5.7312,12,10,1,65,5.367999999999999
2015-07-17,FUR-BO-10003159,Furniture,West,97.733,2,0.15,-13.7976,7,17,0,86,65.733
2017-04-30,FUR-FU-10001935,Furniture,South,2.96,8,0.2,6.216,4,30,1,85,-17.04
2015-09-21,FUR-CH-10004997,Furniture,West,150.384,4,0.2,0.0,9,21,0,43,174.384
2014-12-02,FUR-FU-10001588,Furniture,Central,11.672,5,0.6,-24.803,12,2,0,46,17.672
2014-12-02,FUR-FU-10002759,Furniture,Central,7.992,5,0.6,-23.976,12,2,0,40,-23.008
2014-04-12,FUR-BO-10001337,Furniture,West,102.833,3,0.15,-18.147,4,12,1,51,134.83300000000003
2017-11-03,FUR-FU-10000629,Furniture,West,13.79,3,0.0,17.3754,11,3,0,48,55.79
2015-09-07,FUR-CH-10000553,Furniture,Central,23.758,2,0.3,-2.0364,9,7,0,62,28.758
2015-07-25,FUR-BO-10002213,Furniture,West,140.98,5,0.0,56.392,7,25,1,50,172.98
2015-07-25,FUR-CH-10001854,Furniture,West,280.784,2,0.2,28.0784,7,25,1,90,269.784
2015-11-16,FUR-FU-10001185,Furniture,Central,30.930000000000003,6,0.0,76.0878,11,16,0,90,31.930000000000003
2015-11-16,FUR-TA-10001520,Furniture,Central,71.37,3,0.0,36.3987,11,16,0,45,101.37
2015-11-16,FUR-TA-10000688,Furniture,Central,217.85,3,0.0,111.1035,11,16,0,61,225.85
2015-09-01,FUR-CH-10003817,Furniture,East,60.74,1,0.0,15.185,9,1,0,53,106.74
2015-09-01,FUR-FU-10000308,Furniture,East,62.18,2,0.0,27.3592,9,1,0,67,14.18
2016-05-05,FUR-TA-10003748,Furniture,West,99.592,3,0.2,7.4694,5,5,0,35,80.592
2014-09-25,FUR-BO-10003272,Furniture,Central,150.2664,2,0.32,-97.2312,9,25,0,99,127.2664
2014-03-14,FUR-CH-10003379,Furniture,South,284.98,4,0.0,284.98,3,14,0,28,295.98
2016-12-27,FUR-CH-10004853,Furniture,Central,105.686,8,0.3,-12.0784,12,27,0,103,73.686
2017-04-08,FUR-FU-10003832,Furniture,South,9.38,6,0.0,15.7584,4,8,1,58,-34.62
2016-03-19,FUR-FU-10000409,Furniture,East,14.98,1,0.0,6.8908,3,19,1,65,56.98
2016-03-19,FUR-FU-10000221,Furniture,East,5.08,4,0.0,6.9088,3,19,1,77,-20.92
2016-08-26,FUR-CH-10001215,Furniture,West,400.784,4,0.2,100.196,8,26,0,32,405.784
2016-08-15,FUR-CH-10000988,Furniture,South,112.648,2,0.2,22.5296,8,15,0,99,126.648
2017-05-19,FUR-BO-10004695,Furniture,South,180.98,9,0.0,374.6286,5,19,0,69,180.98
2017-06-12,FUR-FU-10001546,Furniture,South,8.544,2,0.2,1.068,6,12,0,24,18.544
2014-03-22,FUR-CH-10001482,Furniture,West,104.784,3,0.2,-35.3646,3,22,1,38,85.78399999999999
2016-01-21,FUR-CH-10004289,Furniture,West,76.784,2,0.2,-5.7588,1,21,0,30,101.784
2016-01-21,FUR-CH-10000785,Furniture,West,144.78400000000002,7,0.2,76.0116,1,21,0,63,133.78400000000002
2016-11-11,FUR-FU-10001852,Furniture,West,1.74,4,0.0,2.2272,11,11,0,62,-6.26
2016-10-18,FUR-CH-10003396,Furniture,West,61.584,5,0.2,-34.641,10,18,0,85,95.584
2014-04-29,FUR-CH-10002304,Furniture,South,25.98,2,0.0,12.99,4,29,0,72,5.98
2017-10-23,FUR-FU-10000771,Furniture,East,6.28,11,0.0,29.0136,10,23,0,40,47.28
2015-04-26,FUR-CH-10004086,Furniture,Central,204.211,2,0.3,-5.8346,4,26,1,71,231.211
2016-06-27,FUR-CH-10003981,Furniture,Central,179.886,3,0.3,-7.7094,6,27,0,72,168.886
2016-11-23,FUR-FU-10002088,Furniture,East,7.184,2,0.2,3.9512,11,23,0,27,24.184
2016-11-23,FUR-FU-10003976,Furniture,East,10.063999999999998,7,0.2,12.3284,11,23,0,28,5.063999999999998
2014-09-02,FUR-FU-10002116,Furniture,East,70.71,1,0.0,4.9497,9,2,0,38,32.709999999999994
2017-07-10,FUR-FU-10000771,Furniture,South,6.28,3,0.0,7.9128,7,10,0,63,20.28
2017-11-18,FUR-FU-10002597,Furniture,Central,4.94,4,0.0,8.2992,11,18,1,27,39.94
2015-08-08,FUR-CH-10000785,Furniture,West,144.784,1,0.2,10.8588,8,8,1,80,97.784
2017-03-25,FUR-CH-10000422,Furniture,Central,90.99,1,0.0,14.5584,3,25,1,88,115.99
2017-03-25,FUR-CH-10004675,Furniture,Central,218.08,7,0.0,427.4368,3,25,1,86,197.08
2017-03-25,FUR-CH-10002880,Furniture,Central,122.99,3,0.0,40.5867,3,25,1,98,152.99
2017-11-19,FUR-FU-10002685,Furniture,West,18.7,1,0.0,7.106,11,19,1,45,56.7
2016-11-04,FUR-FU-10004020,Furniture,West,5.47,7,0.0,16.4647,11,4,0,69,-8.530000000000001
2017-12-14,FUR-FU-10004963,Furniture,West,8.75,3,0.0,11.025,12,14,0,35,-22.25
2017-11-12,FUR-CH-10004875,Furniture,West,56.944,2,0.2,9.9652,11,12,1,63,29.944000000000003
2017-11-12,FUR-FU-10000305,Furniture,West,56.784,2,0.2,-5.6784,11,12,1,67,58.784
2017-06-27,FUR-CH-10002647,Furniture,East,63.882,3,0.1,31.941,6,27,0,42,71.882
2017-12-16,FUR-CH-10002774,Furniture,West,40.784,2,0.2,9.1764,12,16,1,39,13.784
2017-12-16,FUR-CH-10003817,Furniture,West,48.592,2,0.2,6.074,12,16,1,58,57.592
2017-12-16,FUR-FU-10002445,Furniture,West,9.48,2,0.0,7.584,12,16,1,82,10.48
2014-12-27,FUR-FU-10001473,Furniture,Central,5.492,6,0.6,-19.7712,12,27,1,47,-5.508
2017-11-06,FUR-FU-10004671,Furniture,South,14.136,2,0.2,6.3612,11,6,0,100,25.136
2015-05-07,FUR-TA-10001095,Furniture,Central,122.003,2,0.3,-31.3722,5,7,0,64,110.003
2017-12-04,FUR-CH-10001797,Furniture,East,26.936,7,0.3,-2.6936,12,4,0,48,-18.064
2014-01-13,FUR-CH-10000422,Furniture,South,90.99,6,0.0,87.3504,1,13,0,87,70.99000000000001
2015-06-12,FUR-FU-10003623,Furniture,East,21.648,2,0.2,4.3296,6,12,0,42,45.648
2014-07-12,FUR-CH-10001797,Furniture,West,30.784,4,0.2,13.8528,7,12,1,94,2.783999999999999
2014-12-06,FUR-TA-10003238,Furniture,West,275.49,1,0.5,-170.8038,12,6,1,66,323.49
2016-05-25,FUR-FU-10000755,Furniture,South,6.24,4,0.0,6.24,5,25,0,79,-32.76
2014-06-21,FUR-FU-10000550,Furniture,East,3.984,1,0.2,0.6474,6,21,1,55,31.984
2016-12-05,FUR-FU-10004748,Furniture,South,63.94,3,0.0,74.8098,12,5,0,33,56.94
2015-09-17,FUR-TA-10004154,Furniture,East,172.11,2,0.4,-103.266,9,17,0,60,168.11
2016-08-23,FUR-FU-10004973,Furniture,Central,7.536,3,0.6,-10.1736,8,23,0,87,-18.464
2015-11-08,FUR-FU-10004090,Furniture,West,22.23,3,0.0,22.0077,11,8,1,43,-10.77
2017-11-17,FUR-BO-10002202,Furniture,Central,163.8664,2,0.32,-14.4588,11,17,0,54,145.8664
2017-04-22,FUR-FU-10001488,Furniture,East,84.784,3,0.2,0.0,4,22,1,74,78.784
2017-12-17,FUR-CH-10003846,Furniture,South,100.98,5,0.0,80.784,12,17,1,47,125.98
2015-09-21,FUR-BO-10000468,Furniture,Central,48.58,4,0.0,31.0912,9,21,0,94,39.58
2016-11-21,FUR-CH-10003833,Furniture,West,48.784,4,0.2,-12.196,11,21,0,75,80.78399999999999
2015-06-11,FUR-FU-10004666,Furniture,South,14.58,2,0.0,10.7892,6,11,0,46,-8.42
2017-10-03,FUR-TA-10001520,Furniture,West,57.096,3,0.2,-6.4233,10,3,0,87,60.096
2016-05-05,FUR-FU-10004270,Furniture,South,3.344,5,0.2,3.344,5,5,0,92,24.344
2017-09-11,FUR-CH-10002320,Furniture,West,256.784,8,0.2,256.784,9,11,0,76,270.784
2017-04-02,FUR-TA-10004534,Furniture,South,205.9,2,0.0,70.006,4,2,1,81,204.9
2017-10-06,FUR-FU-10003247,Furniture,West,20.98,2,0.0,2.9372,10,6,0,72,6.98
2017-10-19,FUR-FU-10003878,Furniture,West,15.28,2,0.0,10.3904,10,19,0,47,12.28
2017-10-19,FUR-TA-10003837,Furniture,West,12.184,2,0.2,-3.3506,10,19,0,77,40.184
2014-11-17,FUR-FU-10002379,Furniture,East,41.47,3,0.0,14.9292,11,17,0,66,69.47
2015-10-03,FUR-BO-10004409,Furniture,West,60.333,2,0.15,18.4548,10,3,1,34,11.332999999999998
2014-07-20,FUR-FU-10003724,Furniture,Central,3.348,5,0.6,-14.229,7,20,1,90,-3.652
2014-07-20,FUR-CH-10002024,Furniture,Central,490.686,2,0.3,-140.196,7,20,1,32,518.6859999999999
2017-02-09,FUR-FU-10000550,Furniture,Central,1.992,2,0.6,-2.6892,2,9,0,98,40.992
2017-03-31,FUR-FU-10001591,Furniture,South,12.2,5,0.0,25.62,3,31,0,59,16.2
2017-04-27,FUR-BO-10002268,Furniture,Central,55.0664,4,0.32,-42.1096,4,27,0,52,66.0664
2017-04-14,FUR-BO-10003441,Furniture,East,80.784,3,0.2,9.0882,4,14,0,86,113.784
2017-12-22,FUR-BO-10003660,Furniture,East,220.98,1,0.0,50.8254,12,22,0,71,198.98
2016-08-23,FUR-CH-10001973,Furniture,West,88.78399999999999,6,0.2,-39.9528,8,23,0,66,58.78399999999999
2015-06-11,FUR-CH-10003312,Furniture,South,224.784,5,0.2,-182.637,6,11,0,27,270.784
2015-06-11,FUR-FU-10003464,Furniture,South,16.224,3,0.2,7.3008,6,11,0,70,24.224
2014-12-16,FUR-FU-10004090,Furniture,West,22.23,2,0.0,14.6718,12,16,0,98,69.23
2014-12-16,FUR-CH-10002602,Furniture,West,120.784,2,0.2,18.1176,12,16,0,34,133.784
2014-08-24,FUR-FU-10004586,Furniture,East,6.64,2,0.0,6.3744,8,24,1,23,-3.3600000000000003
2017-11-12,FUR-FU-10001756,Furniture,Central,7.616,3,0.6,-17.7072,11,12,1,57,20.616
2016-09-05,FUR-CH-10002647,Furniture,Central,49.686,7,0.3,-24.843,9,5,0,60,0.6859999999999999
2017-02-11,FUR-CH-10004495,Furniture,West,240.784,4,0.2,108.3528,2,11,1,47,280.784
2015-12-15,FUR-FU-10004091,Furniture,East,37.552,7,0.2,69.0018,12,15,0,85,26.552
2015-08-24,FUR-TA-10001539,Furniture,East,142.182,2,0.4,-75.8304,8,24,0,43,128.182
2016-10-29,FUR-FU-10002671,Furniture,Central,13.4,5,0.0,32.16,10,29,1,51,15.4
2016-05-28,FUR-CH-10003833,Furniture,South,48.784,8,0.2,-24.392,5,28,1,69,24.784
2016-03-21,FUR-CH-10000665,Furniture,Central,105.686,5,0.3,0.0,3,21,0,51,134.68599999999998
2017-09-23,FUR-BO-10001811,Furniture,West,90.294,2,0.7,-240.784,9,23,1,57,109.294
2017-12-05,FUR-FU-10001487,Furniture,East,6.98,3,0.0,6.0726,12,5,0,35,41.98
2017-12-05,FUR-FU-10000521,Furniture,East,29.34,2,0.0,18.1908,12,5,0,67,36.34
2014-05-18,FUR-FU-10000308,Furniture,East,49.744,3,0.2,3.7308,5,18,1,53,4.744
2014-11-10,FUR-FU-10000397,Furniture,West,19.94,2,0.0,11.1664,11,10,0,51,64.94
2014-11-10,FUR-FU-10001867,Furniture,West,10.64,5,0.0,14.896,11,10,0,32,19.64
2017-09-01,FUR-FU-10004960,Furniture,East,22.98,5,0.0,39.066,9,1,0,29,71.98
2016-01-15,FUR-TA-10002903,Furniture,East,181.797,1,0.3,-15.5826,1,15,0,32,152.797
2016-11-20,FUR-CH-10003774,Furniture,Central,63.686,5,0.3,-77.333,11,20,1,86,94.686
2016-11-20,FUR-FU-10000023,Furniture,Central,2.356,3,0.6,-2.8272,11,20,1,96,-46.644
2017-12-01,FUR-CH-10002602,Furniture,Central,105.686,3,0.3,-18.1176,12,1,0,53,148.68599999999998
2016-09-17,FUR-CH-10004875,Furniture,West,56.944,2,0.2,9.9652,9,17,1,51,95.944
2017-04-17,FUR-FU-10001473,Furniture,East,20.104,3,0.2,5.2773,4,17,0,30,13.104
2016-12-09,FUR-TA-10001676,Furniture,South,26.658,3,0.4,-29.3238,12,9,0,99,35.658
2015-02-09,FUR-CH-10002774,Furniture,West,40.784,5,0.2,22.941,2,9,0,48,59.784
2014-09-30,FUR-FU-10000221,Furniture,East,5.08,3,0.0,5.1816,9,30,0,37,40.08
2014-12-26,FUR-FU-10001852,Furniture,West,1.74,2,0.0,1.1136,12,26,0,30,11.74
2014-11-18,FUR-FU-10001473,Furniture,East,20.104,3,0.2,5.2773,11,18,0,65,29.104
2016-03-20,FUR-FU-10003691,Furniture,South,12.35,7,0.0,38.038,3,20,1,53,56.35
2014-09-27,FUR-CH-10002602,Furniture,West,120.784,5,0.2,45.294,9,27,1,61,166.784
2017-12-24,FUR-CH-10002602,Furniture,East,135.882,2,0.1,48.3136,12,24,1,60,175.882
2017-11-10,FUR-FU-10001468,Furniture,Central,68.392,5,0.6,-427.45,11,10,0,91,23.392
2014-12-20,FUR-CH-10004287,Furniture,South,220.96,3,0.2,74.574,12,20,1,94,202.96
2015-07-23,FUR-FU-10002253,Furniture,East,42.94,3,0.0,50.2398,7,23,0,99,90.94
2017-12-14,FUR-FU-10002963,Furniture,Central,2.032,1,0.6,-1.3208,12,14,0,75,25.032
2017-08-21,FUR-FU-10000193,Furniture,West,32.48,4,0.0,10.3936,8,21,0,40,2.479999999999997
2017-08-21,FUR-TA-10001539,Furniture,West,189.576,3,0.2,28.4364,8,21,0,86,231.576
2016-08-27,FUR-TA-10001307,Furniture,East,244.615,1,0.3,20.967,8,27,1,40,261.615
2014-09-23,FUR-BO-10002916,Furniture,West,145.333,3,0.15,20.5176,9,23,0,49,124.333
2014-07-19,FUR-TA-10004152,Furniture,East,70.56,1,0.3,-4.032,7,19,1,22,111.56
2015-06-04,FUR-FU-10000672,Furniture,East,11.76,3,0.0,11.9952,6,4,0,71,58.76
2016-07-16,FUR-FU-10001940,Furniture,Central,3.184,3,0.6,-3.8208,7,16,1,48,40.184
2014-01-31,FUR-BO-10003966,Furniture,West,145.333,2,0.15,3.4196,1,31,0,74,161.333
2015-11-21,FUR-BO-10002598,Furniture,West,70.98,2,0.0,41.1684,11,21,1,69,104.98
2015-12-04,FUR-FU-10002445,Furniture,East,9.48,3,0.0,11.376,12,4,0,73,-20.52
2015-12-04,FUR-CH-10002372,Furniture,East,72.882,5,0.1,8.098,12,4,0,49,68.882
2015-12-04,FUR-CH-10002965,Furniture,East,180.882,2,0.1,68.3332,12,4,0,87,139.882
2017-11-23,FUR-FU-10000320,Furniture,East,2.672,9,0.2,7.2144,11,23,0,42,-29.328
2015-12-04,FUR-CH-10003535,Furniture,East,54.882,7,0.1,29.8802,12,4,0,44,59.882
2017-10-07,FUR-TA-10001039,Furniture,South,51.588,3,0.4,-36.1116,10,7,1,102,25.588
2015-05-04,FUR-FU-10001940,Furniture,Central,3.184,7,0.6,-8.9152,5,4,0,94,11.184
2017-05-29,FUR-FU-10003919,Furniture,Central,16.356,4,0.6,-52.3392,5,29,0,32,-10.643999999999998
2014-04-23,FUR-CH-10002965,Furniture,East,140.686,2,0.3,-12.0588,4,23,0,98,127.686
2014-04-23,FUR-CH-10002965,Furniture,East,140.686,2,0.3,-12.0588,4,23,0,94,132.686
2014-04-23,FUR-FU-10002191,Furniture,East,5.584,4,0.2,7.8176,4,23,0,44,53.584
2015-09-06,FUR-CH-10000665,Furniture,East,135.882,2,0.1,60.392,9,6,1,82,114.882
2015-09-24,FUR-CH-10000988,Furniture,Central,140.81,10,0.0,394.268,9,24,0,63,170.81
2017-07-03,FUR-TA-10002041,Furniture,East,107.574,2,0.4,-103.9882,7,3,0,60,104.574
2017-12-08,FUR-FU-10002703,Furniture,West,64.45,2,0.0,15.468,12,8,0,33,34.45
2015-09-27,FUR-FU-10003849,Furniture,Central,8.096,3,0.6,-12.7512,9,27,1,94,-17.904
2017-10-30,FUR-FU-10003849,Furniture,Central,8.096,2,0.6,-8.5008,10,30,0,86,36.096
2017-10-30,FUR-TA-10002041,Furniture,Central,125.503,2,0.3,-68.1302,10,30,0,53,137.503
2017-09-16,FUR-FU-10003832,Furniture,East,7.504,3,0.2,2.2512,9,16,1,72,28.504
2015-09-10,FUR-BO-10004695,Furniture,East,180.98,2,0.0,83.2508,9,10,0,30,148.98
2016-12-14,FUR-FU-10002045,Furniture,South,22.23,6,0.0,58.6872,12,14,0,96,-14.77
2016-12-01,FUR-FU-10003724,Furniture,West,8.37,2,0.0,4.3524,12,1,0,25,30.37
2017-03-03,FUR-CH-10000785,Furniture,Central,180.98,1,0.0,47.0548,3,3,0,59,130.98
2016-12-08,FUR-TA-10003954,Furniture,West,236.944,6,0.2,-195.4788,12,8,0,101,247.944
2014-04-07,FUR-FU-10004415,Furniture,South,4.48,2,0.0,2.7776,4,7,0,91,-44.52
2014-08-27,FUR-FU-10002456,Furniture,South,7.28,4,0.0,12.5216,8,27,0,33,-29.72
2014-08-27,FUR-TA-10003569,Furniture,South,400.98,3,0.0,300.735,8,27,0,61,417.98
2015-07-02,FUR-CH-10004086,Furniture,Central,204.211,2,0.3,-5.8346,7,2,0,52,161.211
2015-07-02,FUR-CH-10003774,Furniture,Central,63.686,6,0.3,-92.7996,7,2,0,80,60.686
2017-09-24,FUR-CH-10000665,Furniture,Central,150.98,4,0.0,181.176,9,24,1,60,159.98
2016-08-08,FUR-TA-10001932,Furniture,West,256.512,2,0.2,12.8256,8,8,0,69,222.512
2014-06-20,FUR-BO-10001608,Furniture,Central,48.2664,4,0.32,-19.8744,6,20,0,55,94.2664
2017-09-04,FUR-BO-10000112,Furniture,Central,91.686,9,0.3,-117.882,9,4,0,78,67.68599999999999
2015-06-22,FUR-TA-10002645,Furniture,Central,113.775,7,0.5,-525.6405,6,22,0,104,124.775
2016-09-18,FUR-FU-10002107,Furniture,East,1.784,3,0.2,1.6056,9,18,1,94,47.784
2016-09-18,FUR-CH-10002647,Furniture,East,49.686,2,0.3,-7.098,9,18,1,80,29.686
2017-10-30,FUR-CH-10000553,Furniture,South,33.94,1,0.0,9.1638,10,30,0,78,41.94
2016-03-29,FUR-CH-10002965,Furniture,Central,140.686,6,0.3,-36.1764,3,29,0,65,92.686
2016-09-09,FUR-FU-10003832,Furniture,Central,3.752,4,0.6,-12.0064,9,9,0,36,-38.248
2016-07-25,FUR-TA-10004915,Furniture,South,303.76,8,0.0,388.8128,7,25,0,35,294.76
2015-12-10,FUR-TA-10003569,Furniture,Central,400.98,2,0.0,200.49,12,10,0,77,398.98
2015-12-10,FUR-CH-10004289,Furniture,Central,95.98,2,0.0,32.6332,12,10,0,94,112.98
2014-09-09,FUR-FU-10002456,Furniture,East,5.824000000000001,3,0.2,5.0232,9,9,0,62,-39.176
2014-11-17,FUR-CH-10004997,Furniture,East,131.58599999999998,5,0.3,-93.99,11,17,0,86,148.58599999999998
2017-08-21,FUR-FU-10003976,Furniture,East,12.58,2,0.0,8.5544,8,21,0,92,-28.42
2017-08-21,FUR-FU-10004960,Furniture,East,22.98,4,0.0,31.2528,8,21,0,63,53.98
2017-11-19,FUR-TA-10002622,Furniture,Central,119.686,6,0.3,-71.8116,11,19,1,87,129.68599999999998
2014-09-14,FUR-FU-10002878,Furniture,South,28.48,5,0.0,52.688,9,14,1,94,43.48
2017-05-19,FUR-CH-10002647,Furniture,West,56.784,12,0.2,42.588,5,19,0,100,27.784
2016-11-10,FUR-FU-10000758,Furniture,East,21.184,7,0.2,29.6576,11,10,0,81,-8.815999999999999
2015-03-12,FUR-FU-10003194,Furniture,South,7.72,4,0.2,3.86,3,12,0,53,-12.28
2015-03-12,FUR-FU-10001731,Furniture,South,2.136,3,0.2,1.4418,3,12,0,36,-28.864
2017-11-06,FUR-CH-10003774,Furniture,East,63.686,2,0.3,-30.9332,11,6,0,83,46.686
2015-12-05,FUR-FU-10004090,Furniture,West,22.23,2,0.0,14.6718,12,5,1,55,49.23
2015-07-09,FUR-FU-10002918,Furniture,East,90.98,2,0.0,20.0156,7,9,0,74,61.98
2015-10-30,FUR-FU-10003026,Furniture,West,3.872,4,0.2,3.6784,10,30,0,99,9.872
2015-11-19,FUR-FU-10000305,Furniture,West,70.98,2,0.0,22.7136,11,19,0,90,116.98
2017-12-24,FUR-FU-10001602,Furniture,East,37.93,1,0.0,6.8274,12,24,1,59,73.93
2016-01-09,FUR-FU-10002445,Furniture,East,7.584,2,0.2,3.792,1,9,1,88,-29.416
2014-11-23,FUR-FU-10001940,Furniture,Central,3.184,2,0.6,-2.5472,11,23,1,92,8.184000000000001
2017-10-15,FUR-TA-10001705,Furniture,West,170.08,3,0.2,6.378,10,15,1,24,120.08
2017-04-21,FUR-FU-10004622,Furniture,West,54.2,3,0.0,34.146,4,21,0,26,91.2
2014-12-08,FUR-CH-10002602,Furniture,West,120.784,5,0.2,45.294,12,8,0,27,87.78399999999999
2016-12-20,FUR-FU-10001918,Furniture,South,4.73,4,0.0,7.3788,12,20,0,47,-14.27
2017-03-06,FUR-FU-10002554,Furniture,East,23.99,3,0.0,16.5531,3,6,0,90,-7.010000000000002
2016-09-23,FUR-CH-10002084,Furniture,South,122.99,3,0.0,81.1734,9,23,0,70,102.99
2017-08-27,FUR-FU-10002937,Furniture,West,99.23,2,0.0,99.23,8,27,1,29,138.23000000000002
2017-08-27,FUR-CH-10004886,Furniture,West,76.76,3,0.2,23.028,8,27,1,86,41.760000000000005
2016-03-03,FUR-CH-10004983,Furniture,Central,112.686,5,0.3,-56.343,3,3,0,33,111.686
2015-09-18,FUR-FU-10001591,Furniture,West,12.2,2,0.0,10.248,9,18,0,58,-26.8
2016-08-13,FUR-BO-10001337,Furniture,Central,120.98,2,0.0,24.196,8,13,1,28,143.98000000000002
2016-03-21,FUR-TA-10004767,Furniture,Central,49.686,2,0.3,-1.4196,3,21,0,48,53.686
2014-12-16,FUR-CH-10000988,Furniture,South,112.648,9,0.2,101.3832,12,16,0,37,81.648
